date,tws,tws_error
2002-04-17 12:00:00,2.687363371162098,2.777703395322538
2002-05-10 12:00:00,3.3500169974213923,1.7306434681128813
2002-08-16 12:00:00,-2.0013677632558826,1.3309753147609782
2002-09-16 00:00:00,-4.1054839704670725,1.8334385699305038
2002-10-16 12:00:00,-5.34963591087792,1.083144879843685
2002-11-16 00:00:00,-2.861387775254863,1.0535857753451539
2002-12-16 12:00:00,-0.23353235242303935,1.16825738132733
2003-01-16 12:00:00,3.194640157522372,1.4469069401721981
2003-02-15 00:00:00,3.716238013751931,1.0837048203944064
2003-03-16 12:00:00,4.155871733859083,0.8773722389376886
2003-04-16 00:00:00,3.368366157646947,0.8216429869625355
2003-05-11 12:00:00,5.412201024881507,0.8923447103180381
2003-07-16 12:00:00,-0.3939032804287658,0.6129967921115087
2003-08-16 12:00:00,-2.2395064585645565,0.6212284605046924
2003-09-16 00:00:00,-3.3506951866802965,0.616261683177514
2003-10-16 00:00:00,-3.1352302967907786,0.6296351627756203
2003-11-16 00:00:00,-3.1941689027395928,0.6320376210315726
2003-12-16 12:00:00,-0.010783791917992695,0.6261361956103954
2004-01-07 12:00:00,2.80866871703458,0.7888308763562544
2004-02-17 00:00:00,3.622591300374728,0.6420657048932435
2004-03-16 12:00:00,4.942195946444572,0.6051296137119364
2004-04-16 00:00:00,3.2936870259627358,0.6166410701990707
2004-05-16 12:00:00,2.380801496894772,0.6447672364640805
2004-06-16 00:00:00,-1.6317956305002295,0.6452998113365676
2004-07-16 12:00:00,-2.9955262782685557,0.5834753240664721
2004-08-16 12:00:00,-3.843662484862808,0.6296918374129721
2004-09-16 00:00:00,-5.289867708428524,0.6706769504512984
2004-10-16 12:00:00,-5.0026174834632045,0.5952829926560987
2004-11-16 00:00:00,-1.8126059401226884,0.6600141642194975
2004-12-16 12:00:00,-1.459324313234051,0.6677476776580142
2005-01-16 12:00:00,5.679524118548019,0.6227742606254931
2005-02-15 00:00:00,7.745672926519313,0.6649236647775636
2005-03-16 12:00:00,9.557442329632512,0.6725148661277468
2005-04-16 00:00:00,9.476028788468119,0.6603605418028651
2005-05-16 12:00:00,7.867013807797365,0.680352155468746
2005-06-16 00:00:00,6.132279293024963,0.6996917935352646
2005-07-16 12:00:00,3.9227231679050774,0.6606100703201737
2005-08-16 12:00:00,1.7421094162388207,0.6514071013625863
2005-09-16 00:00:00,-0.04160530241587509,0.6438038703564413
