date,sacramento
2005-01-01,12.427470130220541
2005-02-01,13.38029291134351
2005-03-01,15.502275152631388
2005-04-01,17.071942465002454
2005-05-01,19.199175638472774
2005-06-01,18.755777155811415
2005-07-01,17.10799590563213
2005-08-01,15.616272310575688
2005-09-01,14.579725716247347
2005-10-01,13.724331965026744
2005-11-01,13.44653952039267
2005-12-01,16.690393228639397
