date,san_joaquin
2005-01-01,11.72171006071283
2005-02-01,12.496451368503552
2005-03-01,13.229399844674486
2005-04-01,12.901851209677423
2005-05-01,14.172083405092813
2005-06-01,14.666462925581849
2005-07-01,13.741868376311157
2005-08-01,12.39504065922958
2005-09-01,12.019708171327764
2005-10-01,11.942831415802617
2005-11-01,12.153792580996527
2005-12-01,13.438124707296923
