date,tulare-buena_vista_lakes
2005-01-01,0.6999442026436791
2005-02-01,0.842676553475488
2005-03-01,1.1332787069924912
2005-04-01,1.3816279401643048
2005-05-01,2.1637861742442
2005-06-01,2.4278660012902566
2005-07-01,2.0535178318948035
2005-08-01,1.4771685093733842
2005-09-01,1.2367925027994775
2005-10-01,1.0801131728305189
2005-11-01,1.0566437139075024
2005-12-01,1.1302196720353734
