date,california
2005-01-01,24.849124393577053
2005-02-01,26.719420833322545
2005-03-01,29.86495370429836
2005-04-01,31.355421614844172
2005-05-01,35.53504521780978
2005-06-01,35.850106082683524
2005-07-01,32.90338211383809
2005-08-01,29.488481479178656
2005-09-01,27.836226390374588
2005-10-01,26.747276553659894
2005-11-01,26.656975815296704
2005-12-01,31.25873760797171
