# https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=<station_id>&SensorNums=<storage or alt storage sensor>&dur_code=M&Start=YYYY-MM-DD&End=YYYY-MM-DD
#
date,anomaly,error
2004-01-01,1.063926858812378,0.7187457962488644
2004-02-01,2.520214987639754,0.7915602026902332
2004-03-01,3.2931332092745844,0.8302061137719747
2004-04-01,3.7361308103387447,0.8523559938251828
2004-05-01,3.596614146657414,0.8453801606411162
2004-06-01,2.21792682719383,0.7764457946679371
2004-07-01,0.1288292116949723,0.6719909138929941
2004-08-01,-1.4577676388964473,0.5926610713634232
2004-09-01,-2.341832441949002,0.5484578312107954
2004-10-01,-2.6794980949776246,0.5315745485593643
2004-11-01,-2.9697573405437936,0.5170615862810558
2004-12-01,-2.233643749977711,0.55386726580936
2005-01-01,-0.8835189359443696,0.6213735065110271
2005-02-01,0.06930384517860055,0.6690146455671755
2005-03-01,2.1912860864664783,0.7751137576315694
2005-04-01,3.760953398837545,0.8535971232501227
2005-05-01,5.888186572307864,0.9599587819236387
2005-06-01,5.444788089646503,0.9377888577905706
2005-07-01,3.7970068394672207,0.8553997952816066
2005-08-01,2.305283244410779,0.7808136155287845
2005-09-01,1.2687366500824382,0.7289862858123675
2005-10-01,0.41334289886183484,0.6862165982513373
2005-11-01,0.13555045422776146,0.6723269760196335
2005-12-01,3.379404162474488,0.8345196614319699
2006-01-01,2.3940001920945484,0.7852494629129729
2006-02-01,3.3079386917706604,0.8309463878967785
2006-03-01,3.653344443329905,0.8482166754747408
2006-04-01,4.723462712830775,0.9017225889497843
2006-05-01,6.035460603265518,0.9673224834715214
2006-06-01,5.494154499748836,0.9402571782956873
2006-07-01,3.9900899189077226,0.8650539492536317
2006-08-01,2.464428304572994,0.7887708685368953
2006-09-01,1.5067197018915,0.7408854384028205
2006-10-01,0.815699740342474,0.7063344403253692
2006-11-01,0.50889580288929,0.69099424345271
2006-12-01,0.9056106984449954,0.7108299882304953
2007-01-01,0.9374505651176026,0.7124219815641256
2007-02-01,2.360804728882467,0.7835896897523689
2007-03-01,3.312834381183892,0.8311911723674401
2007-04-01,3.499137010963393,0.8405063038564151
2007-05-01,3.0166667576158783,0.8163827911890394
2007-06-01,1.558121357025783,0.7434555211595346
2007-07-01,-0.4809684378152248,0.6415010314174843
2007-08-01,-2.1760549499462893,0.556746705810931
2007-09-01,-3.2246033225539676,0.5043192871805471
2007-10-01,-3.790264524953045,0.47603622706059323
2007-11-01,-4.268841909621253,0.4521073578271828
2007-12-01,-4.36984803685251,0.44705705146562
2008-01-01,-3.148444453458275,0.5081272306353317
2008-02-01,-1.940696747487527,0.5685146159338691
2008-03-01,-0.8570693849018287,0.6226959840631541
2008-04-01,-0.41316394120524613,0.6448912562479832
2008-05-01,-0.13647546281577405,0.6587256801674568
2008-06-01,-1.3039586211634617,0.6003515222500724
2008-07-01,-2.8323708999959116,0.5239309083084499
2008-08-01,-4.0845917936194365,0.4613198636272737
2008-09-01,-4.842052020866117,0.42344685226493967
2008-10-01,-5.403605728746154,0.3953691668709378
2008-11-01,-5.436598900936877,0.3937195082614016
2008-12-01,-5.49835316913369,0.39063179485156097
2009-01-01,-5.231664528001222,0.4039662269081844
2009-02-01,-3.3085343607080446,0.5001227352728432
2009-03-01,-0.28217310398505013,0.651440798108993
2009-04-01,0.36456115915051157,0.6837775112657711
2009-05-01,1.4874601164800403,0.7399224591322475
2009-06-01,0.4499070009722619,0.6880448033568586
2009-07-01,-1.6080748016926325,0.5851457132236139
2009-08-01,-3.077989204379401,0.5116499930892754
2009-09-01,-3.805480756901023,0.47527541546319435
2009-10-01,-4.300295696478717,0.4505346684843097
2009-11-01,-4.7900533605224656,0.4260467852821222
2009-12-01,-4.819120360024275,0.42459343530703175
2010-01-01,-2.9414649676359694,0.518476204926447
2010-02-01,-1.3590224838734137,0.5975983291145748
2010-03-01,0.24303112762430246,0.6777010096894607
2010-04-01,2.406223997104643,0.7858606531634776
2010-05-01,3.5156743019593915,0.8413331684062151
2010-06-01,3.8490844426484845,0.8580036754406697
2010-07-01,2.1490726375400886,0.77300308518525
2010-08-01,0.49248679400439066,0.690173793008465
2010-09-01,-0.5538820161963329,0.6378553524984288
2010-10-01,-0.8173969085608022,0.6246796078802054
2010-11-01,-1.03924108400739,0.613587399107876
2010-12-01,0.38418092125853853,0.6847584993711724
2011-01-01,0.5976768916286126,0.6954332978896761
2011-02-01,1.594747133228081,0.7452868099696496
2011-03-01,2.8006470834061847,0.8055818074785548
2011-04-01,4.258086050787989,0.878453755847645
2011-05-01,5.114666411536328,0.921282773885062
2011-06-01,5.524313130676864,0.9417651098420887
2011-07-01,4.683821073535674,0.8997405069850292
2011-08-01,3.2127879028222512,0.826188848449358
2011-09-01,1.9516119310581406,0.7631300498611525
2011-10-01,1.2448354725162822,0.7277912269340596
2011-11-01,0.7402476563396991,0.7025618361252305
2011-12-01,0.08670950738822825,0.6698849286776569
2012-01-01,0.21195231924545155,0.676147069270518
2012-02-01,0.24770232334309839,0.6779345694754004
2012-03-01,2.772827134042137,0.8041908100103523
2012-04-01,5.204165386705091,0.9257577226435001
2012-05-01,5.126856912536796,0.9218922989350853
2012-06-01,3.798293361023786,0.8554641213594348
2012-07-01,1.578064291375247,0.7444526678770078
2012-08-01,-0.25078469166497364,0.6530102187249969
2012-09-01,-1.294894996621153,0.6008047034771878
2012-10-01,-2.034947094694534,0.5638020985735188
2012-11-01,-1.6817728745224247,0.5814608095821242
2012-12-01,1.2397732630549836,0.7275381164609946
2013-01-01,1.5446973741877539,0.7427843220176332
2013-02-01,1.8192901669352288,0.756513961655007
2013-03-01,2.5272483010774565,0.7919118683621184
2013-04-01,2.9785793054360834,0.8144784185800497
2013-05-01,2.0847514936393434,0.7697870279902127
2013-06-01,0.8086133871857708,0.7059801226675341
2013-07-01,-1.0325112071017308,0.613923892953159
2013-08-01,-2.5417823147791285,0.538460337569289
2013-09-01,-3.3608500258839555,0.4975069520140477
2013-10-01,-4.04148777080634,0.4634750647679285
2013-11-01,-4.4621630510564,0.4424413007554255
2013-12-01,-4.769001526001043,0.42709937700819334
2014-01-01,-4.904300915279789,0.42033440754425605
2014-02-01,-3.9857060216669247,0.46626415222489925
2014-03-01,-2.317926330455494,0.5496531367854708
2014-04-01,-1.3710760683899341,0.5969956498887488
2014-05-01,-1.8712603544064645,0.5719864355879223
2014-06-01,-2.9846207966862366,0.5163184134739337
2014-07-01,-4.172542749082087,0.4569223158541411
2014-08-01,-5.1071235673095625,0.41019327494276736
2014-09-01,-5.712554691114842,0.3799217187525034
2014-10-01,-6.148172370344951,0.35814083479099795
2014-11-01,-6.329125389395011,0.34909318383849497
2014-12-01,-3.771662385360985,0.4769663340401962
2015-01-01,-3.3988918392357537,0.4956048613464578
2015-02-01,-1.5503293494678445,0.5880329858348533
2015-03-01,-1.2455507891919044,0.6032719138486503
2015-04-01,-1.251980930011042,0.6029504068076934
2015-05-01,-2.013098430906055,0.5648945317629427
2015-06-01,-2.9205537500440233,0.5195217658060444
2015-07-01,-4.063865598303128,0.4623561733930891
2015-08-01,-4.950784678327766,0.4180102193918572
2015-09-01,-5.499349822458429,0.39058196218532404
2015-10-01,-6.0436680886224154,0.3633660488771247
2015-11-01,-6.330543893508188,0.3490222586328361
2015-12-01,-5.67862653969126,0.38161812632368247
2016-01-01,-2.6418226257315727,0.5334583220216669
2016-02-01,-1.300628220202082,0.6005180422981414
2016-03-01,2.9450495686460254,0.8128019317405468
2016-04-01,4.071608266587566,0.8691298666376238
2016-05-01,4.056533885050895,0.8683761475607903
2016-06-01,2.8941832446292484,0.8102586155397079
2016-07-01,0.8136200899643793,0.7062304578064644
2016-08-01,-1.014154530395345,0.6148417267884783
2016-09-01,-2.155406463985747,0.5577791301089582
2016-10-01,-2.2199163306076475,0.5545536367778631
2016-11-01,-1.9102679840370715,0.5700360541063919
2016-12-01,-0.15715971974960752,0.6576914673207651
2017-01-01,2.2189456831916434,0.7764967374678277
2017-02-01,3.095271621195428,0.820313034368017
2017-03-01,3.481102273016612,0.8396045669590761
2017-04-01,4.182275023570485,0.8746632044867697
2017-05-01,4.38075458605025,0.884587182610758
2017-06-01,3.996922174805901,0.8653955620485405
2017-07-01,2.7652523220777514,0.8038120694121331
2017-08-01,1.1473065305850714,0.7229147798374991
2017-09-01,-0.14586225959951094,0.65825634032827
2017-10-01,-1.044552456799865,0.6133218304682523
2017-11-01,-0.5921150192329581,0.6359437023465976
2017-12-01,-0.9360701961512365,0.6187459435006837
2018-01-01,-0.24871120869606322,0.6531138928734423
2018-02-01,-0.12223491500128958,0.659437707558181
2018-03-01,2.2418008681595634,0.7776394967162237
2018-04-01,3.6965385103171418,0.8503763788241026
2018-05-01,3.422220784019439,0.8366604925092175
2018-06-01,2.340367168316142,0.7825678117240527
2018-07-01,0.514256514955278,0.6912622790560095
2018-08-01,-1.2109651919489117,0.6050011937108
2018-09-01,-2.346264342191306,0.5482362361986802
2018-10-01,-3.1527949438993055,0.5079097061132802
2018-11-01,-3.469217572721689,0.49208857467216105
2018-12-01,-3.4329507397341175,0.4939019163215396
2019-01-01,-1.23991007674881,0.603553949470805
2019-02-01,2.2934504531431923,0.7802219759654051
2019-03-01,3.3254948387644827,0.8318241952464697
2019-04-01,4.91220023575759,0.911159465096125
2019-05-01,5.827194595886654,0.9569091831025782
2019-06-01,5.575382979196851,0.9443186022680881
2019-07-01,4.140981752094907,0.8725985409129908
2019-08-01,2.3876243244762563,0.7849306695320584
2019-09-01,1.08876918302059,0.719987912459275
2019-10-01,0.19853327033477441,0.6754761168249842
2019-11-01,-0.32715448615489784,0.6491917290005006
2019-12-01,0.11311341960277232,0.6712051242883841
2020-01-01,0.4885815905067208,0.6899785328335816
2020-02-01,0.63756892773673,0.697427899695082
2020-03-01,0.9382584957212003,0.7124623780943056
2020-04-01,2.043707385494942,0.7677348225829926
2020-05-01,2.2036418740331953,0.7757315470099053
2020-06-01,1.0480346788174142,0.7179511872491162
2020-07-01,-0.6058720421671246,0.6352558511998893
2020-08-01,-1.908669391575609,0.570115983729465
2020-09-01,-2.626343662152193,0.5342322702006358
2020-10-01,-3.381360361878693,0.4964814352143108
2020-11-01,-3.8501661034298618,0.4730411481367524
2020-12-01,-4.047954916080599,0.4631517075042155
2021-01-01,-3.8546584442822045,0.47281653109413524
2021-02-01,-3.3785097853521204,0.49662396404063947
2021-03-01,-2.923137894493683,0.5193925585835614
2021-04-01,-2.779004308294425,0.5265992378935243
2021-05-01,-3.375184318318098,0.4967902373923406
2021-06-01,-4.280432938448694,0.4515278063858108
2021-07-01,-5.305717843600226,0.4002635611282342
2021-08-01,-6.031689746497992,0.3639649659833459
2021-09-01,-6.4869530909547235,0.3412017987605093
2021-10-01,-6.039284294171773,0.36358523859965686
2021-11-01,-5.64154437520907,0.383472234547792
2021-12-01,-4.263932651907817,0.45235282071285465
2022-01-01,-3.404060128135079,0.49534644690149154
2022-02-01,-3.171752326260574,0.5069618369952168
2022-03-01,-2.7770270369088337,0.5266981014628038
2022-04-01,-1.6686769978531775,0.5821156034155867
2022-05-01,-1.3869263100024138,0.5962031378081248
2022-06-01,-1.9013005710780977,0.5704844247543406
2022-07-01,-3.0486459049459835,0.5131171580609463
2022-08-01,-4.0295661688464435,0.4640711448659233
2022-09-01,-4.674801751549378,0.4318093657307766
2022-10-01,-5.21136758436438,0.4049810740900265
2022-11-01,-5.552486986538137,0.3879251039813386
2022-12-01,-4.044092884447238,0.4633448090858836
2023-01-01,-0.5687269701112214,0.6371131048026845
2023-02-01,0.10746530626864015,0.6709227186216775
2023-03-01,2.6794081535936343,0.7995198609879273
2023-04-01,4.583543934070411,0.8947266500117661
2023-05-01,5.426967977539453,0.9368978521852181
2023-06-01,5.217987784176648,0.9264488425170779
2023-07-01,3.7879925541984303,0.854949081018167
2023-08-01,2.1289138438690465,0.7719951455016978
2023-09-01,1.0097153320521635,0.7160352199108537
2023-10-01,0.2720500213344419,0.6791519543749676
2023-11-01,-0.15459284404567164,0.6578198111059619
2023-12-01,-0.04762776605722685,0.6631680650053842
2024-01-01,1.4579231603981224,0.7384456113281517
2024-02-01,2.722300017530676,0.8016644541847793
2024-03-01,3.9825274417617162,0.8646758253963314
2024-04-01,5.308859624630612,0.9309924345397761
2024-05-01,5.664641425407291,0.9487815245786101
2024-06-01,4.540594096487004,0.8925791581325957
2024-07-01,2.3719825412943223,0.7841485803729616
2024-08-01,0.5325169800783272,0.6921753023121618
2024-09-01,-0.7969100087209728,0.6257039528721968
2024-10-01,-1.5526223922038405,0.5879183336980535
2024-11-01,-0.947661224978674,0.6181663920593118
2024-12-01,1.0292302482039979,0.7170109657184454
2025-01-01,1.404584938778898,0.7357787002471904
2025-02-01,2.8294390164582186,0.8070214041311564
2025-03-01,4.06853936377575,0.868976421497033
2025-04-01,5.221601885960657,0.9266295476062784
2025-05-01,5.235447719587134,0.9273218392876021
2025-06-01,4.127545434438504,0.8719267250301708
2025-07-01,1.9297719016425194,0.7620380483903715
2025-08-01,0.28335611585739784,0.6797172591011154
2025-09-01,-0.7324766179730045,0.6289256224095953
2025-10-01,-1.3731618861772272,0.5968913589993842
2025-11-01,-1.295594380823049,0.600769734267093
2025-12-01,1.0999001231226124,0.7205444594643762
2026-01-01,2.476146382029693,0.7893567724097301
2026-02-01,3.3073922593166376,0.8309190662740774
2026-03-01,4.2294951752754795,0.8770242120720195
