STATION_ID,DATETIME,VALUE,UNITS,SENSOR_NUMBER,DURATION,DATA_FLAG,SENSOR_TYPE,OBS_DATE,RESERVOIR_NAME,STATION_ID_INPUT
LGV,2005-02-01,60317261.856072746,M3,15,M,r,STORAGE,20050201 0000,LITTLE GRASS VALLEY,LGV
LGV,2005-03-01,77270236.23132558,M3,15,M, ,STORAGE,20050301 0000,LITTLE GRASS VALLEY,LGV
MMW,2005-01-01,6599127.830879125,M3,15,M, ,STORAGE,20050101 0000,MOUNTAIN MEADOWS,MMW
MMW,2005-02-01,7875781.532740787,M3,15,M, ,STORAGE,20050201 0000,MOUNTAIN MEADOWS,MMW
MMW,2005-03-01,8481421.11497661,M3,15,M, ,STORAGE,20050301 0000,MOUNTAIN MEADOWS,MMW
ANT,2005-01-01,18055707.138020303,M3,15,M, ,STORAGE,20050101 0000,ANTELOPE LAKE,ANT
ANT,2005-02-01,18261698.604890738,M3,15,M, ,STORAGE,20050201 0000,ANTELOPE LAKE,ANT
ANT,2005-03-01,22497475.23502885,M3,15,M, ,STORAGE,20050301 0000,ANTELOPE LAKE,ANT
ALM,2005-01-01,905312761.1861501,M3,15,M,r,STORAGE,20050101 0000,LAKE ALMANOR,ALM
ALM,2005-02-01,927184861.1295424,M3,15,M,r,STORAGE,20050201 0000,LAKE ALMANOR,ALM
ALM,2005-03-01,1008942504.2858657,M3,15,M, ,STORAGE,20050301 0000,LAKE ALMANOR,ALM
BTV,2005-01-01,50359362.98155178,M3,15,M, ,STORAGE,20050101 0000,BUTT VALLEY,BTV
BTV,2005-02-01,49831432.75508145,M3,15,M, ,STORAGE,20050201 0000,BUTT VALLEY,BTV
BTV,2005-03-01,52302096.87568909,M3,15,M, ,STORAGE,20050301 0000,BUTT VALLEY,BTV
SLC,2005-01-01,23929547.6484215,M3,15,M,r,STORAGE,20050101 0000,SLY CREEK,SLC
SLC,2005-02-01,31700483.224970747,M3,15,M,r,STORAGE,20050201 0000,SLY CREEK,SLC
SLC,2005-03-01,69437626.56289896,M3,15,M, ,STORAGE,20050301 0000,SLY CREEK,SLC
ORO,2005-01-01,2238410591.933986,M3,15,M, ,STORAGE,20050101 0000,OROVILLE DAM,ORO
ORO,2005-02-01,2495920894.713265,M3,15,M,r,STORAGE,20050201 0000,OROVILLE DAM,ORO
ORO,2005-03-01,3031375360.392635,M3,15,M, ,STORAGE,20050301 0000,OROVILLE DAM,ORO
TFR,2005-01-01,13761956.861517457,M3,15,M, ,STORAGE,20050101 0000,THERMALITO FOREBAY,TFR
TFR,2005-02-01,13412881.501491515,M3,15,M, ,STORAGE,20050201 0000,THERMALITO FOREBAY,TFR
TFR,2005-03-01,12873849.938483257,M3,15,M, ,STORAGE,20050301 0000,THERMALITO FOREBAY,TFR
THD,2005-01-01,16220286.163749624,M3,15,M, ,STORAGE,20050101 0000,THERMALITO DIVERSION POOL,THD
THD,2005-02-01,15943986.232138984,M3,15,M, ,STORAGE,20050201 0000,THERMALITO DIVERSION POOL,THD
THD,2005-03-01,15604778.726813423,M3,15,M, ,STORAGE,20050301 0000,THERMALITO DIVERSION POOL,THD
TAB,2005-01-01,54070909.830732204,M3,15,M, ,STORAGE,20050101 0000,THERMALITO AFTERBAY,TAB
TAB,2005-02-01,40358292.24271665,M3,15,M, ,STORAGE,20050201 0000,THERMALITO AFTERBAY,TAB
TAB,2005-03-01,51354782.82445261,M3,15,M, ,STORAGE,20050301 0000,THERMALITO AFTERBAY,TAB
TMT,2005-01-01,84053152.85599929,M3,15,M, ,STORAGE,20050101 0000,THERMALITO TOTAL,TMT
TMT,2005-02-01,69715159.97634715,M3,15,M, ,STORAGE,20050201 0000,THERMALITO TOTAL,TMT
TMT,2005-03-01,79833411.4897493,M3,15,M, ,STORAGE,20050301 0000,THERMALITO TOTAL,TMT
FRL,2005-01-01,10142921.150153091,M3,15,M, ,STORAGE,20050101 0000,FRENCH LAKE,FRL
FRL,2005-02-01,10366181.36274919,M3,15,M, ,STORAGE,20050201 0000,FRENCH LAKE,FRL
FRL,2005-03-01,11429442.706715135,M3,15,M, ,STORAGE,20050301 0000,FRENCH LAKE,FRL
JCK,2005-01-01,45361294.57580931,M3,15,M, ,STORAGE,20050101 0000,JACKSON MEADOWS (NEVADA CO WD),JCK
JCK,2005-02-01,44302967.15919355,M3,15,M, ,STORAGE,20050201 0000,JACKSON MEADOWS (NEVADA CO WD),JCK
JCK,2005-03-01,43659089.63999376,M3,15,M, ,STORAGE,20050301 0000,JACKSON MEADOWS (NEVADA CO WD),JCK
BWN,2005-01-01,34167446.90006575,M3,15,M,r,STORAGE,20050101 0000,BOWMAN LAKE,BWN
BWN,2005-02-01,27876689.528573498,M3,15,M,r,STORAGE,20050201 0000,BOWMAN LAKE,BWN
BWN,2005-03-01,33925684.45990644,M3,15,M, ,STORAGE,20050301 0000,BOWMAN LAKE,BWN
BWS,2005-01-01,36800930.62322966,M3,15,M, ,STORAGE,20050101 0000,LAKE SPAULDING S YUBA SYSTEM,BWS
BWS,2005-02-01,24188578.834306475,M3,15,M, ,STORAGE,20050201 0000,LAKE SPAULDING S YUBA SYSTEM,BWS
BWS,2005-03-01,36866305.160619676,M3,15,M, ,STORAGE,20050301 0000,LAKE SPAULDING S YUBA SYSTEM,BWS
SFL,2005-01-01,42595828.29602782,M3,15,M, ,STORAGE,20050101 0000,SCOTTS FLAT,SFL
SFL,2005-02-01,48401827.3053639,M3,15,M, ,STORAGE,20050201 0000,SCOTTS FLAT,SFL
SFL,2005-03-01,59881842.76741848,M3,15,M, ,STORAGE,20050301 0000,SCOTTS FLAT,SFL
BUL,2005-01-01,633487901.6821324,M3,15,M,r,STORAGE,20050101 0000,NEW BULLARDS BAR,BUL
BUL,2005-02-01,709535757.4124484,M3,15,M,r,STORAGE,20050201 0000,NEW BULLARDS BAR,BUL
BUL,2005-03-01,907513292.7843348,M3,15,M,r,STORAGE,20050301 0000,NEW BULLARDS BAR,BUL
ENG,2005-01-01,82104251.55267423,M3,15,M, ,STORAGE,20050101 0000,ENGLEBRIGHT (USACE),ENG
ENG,2005-02-01,80710417.07624556,M3,15,M, ,STORAGE,20050201 0000,ENGLEBRIGHT (USACE),ENG
ENG,2005-03-01,81361695.48647064,M3,15,M, ,STORAGE,20050301 0000,ENGLEBRIGHT (USACE),ENG
RLL,2005-01-01,71815779.54569054,M3,15,M, ,STORAGE,20050101 0000,ROLLINS,RLL
RLL,2005-02-01,78696141.2355305,M3,15,M,r,STORAGE,20050201 0000,ROLLINS,RLL
RLL,2005-03-01,82273238.56441824,M3,15,M, ,STORAGE,20050301 0000,ROLLINS,RLL
CFW,2005-01-01,130379030.22877075,M3,15,M, ,STORAGE,20050101 0000,BEAR RIVER AT CAMP FAR WEST DAM,CFW
CFW,2005-02-01,131242467.51505399,M3,15,M, ,STORAGE,20050201 0000,BEAR RIVER AT CAMP FAR WEST DAM,CFW
CFW,2005-03-01,131735860.25007299,M3,15,M, ,STORAGE,20050301 0000,BEAR RIVER AT CAMP FAR WEST DAM,CFW
CPL,2005-01-01,13333938.663888475,M3,15,M, ,STORAGE,20050101 0000,CAPLES LAKE (EID),CPL
CPL,2005-02-01,13172352.543169752,M3,15,M, ,STORAGE,20050201 0000,CAPLES LAKE (EID),CPL
CPL,2005-03-01,13939578.246124297,M3,15,M, ,STORAGE,20050301 0000,CAPLES LAKE (EID),CPL
SIV,2005-01-01,2639651.13235165,M3,15,M,r,STORAGE,20050101 0000,SILVER LAKE RESERVOIR,SIV
SIV,2005-02-01,2787668.95285735,M3,15,M,r,STORAGE,20050201 0000,SILVER LAKE RESERVOIR,SIV
SIV,2005-03-01,3404409.8716311,M3,15,M,r,STORAGE,20050301 0000,SILVER LAKE RESERVOIR,SIV
LON,2005-01-01,23933248.09393414,M3,15,M, ,STORAGE,20050101 0000,LOON LAKE (SMUD),LON
LON,2005-02-01,24483380.993480325,M3,15,M, ,STORAGE,20050201 0000,LOON LAKE (SMUD),LON
LON,2005-03-01,30328851.42161793,M3,15,M, ,STORAGE,20050301 0000,LOON LAKE (SMUD),LON
LVY,2005-01-01,3786789.241270825,M3,15,M,r,STORAGE,20050101 0000,LAKE VALLEY RESERVOIR,LVY
LVY,2005-02-01,3959476.698527475,M3,15,M,r,STORAGE,20050201 0000,LAKE VALLEY RESERVOIR,LVY
LVY,2005-03-01,5550668.2689637495,M3,15,M,r,STORAGE,20050301 0000,LAKE VALLEY RESERVOIR,LVY
ICH,2005-01-01,23189458.545893,M3,15,M,r,STORAGE,20050101 0000,ICE HOUSE (SMUD),ICH
ICH,2005-02-01,19118968.48198625,M3,15,M,r,STORAGE,20050201 0000,ICE HOUSE (SMUD),ICH
ICH,2005-03-01,22942762.1783835,M3,15,M,r,STORAGE,20050301 0000,ICE HOUSE (SMUD),ICH
FMD,2005-01-01,66159031.83869771,M3,15,M, ,STORAGE,20050101 0000,FRENCH MEADOWS,FMD
FMD,2005-02-01,68137536.7061239,M3,15,M, ,STORAGE,20050201 0000,FRENCH MEADOWS,FMD
FMD,2005-03-01,81786013.23858698,M3,15,M, ,STORAGE,20050301 0000,FRENCH MEADOWS,FMD
UNV,2005-01-01,212940903.5431751,M3,15,M, ,STORAGE,20050101 0000,UNION VALLEY,UNV
UNV,2005-02-01,205998867.76145777,M3,15,M, ,STORAGE,20050201 0000,UNION VALLEY,UNV
UNV,2005-03-01,231686127.02838445,M3,15,M, ,STORAGE,20050301 0000,UNION VALLEY,UNV
HHL,2005-01-01,95101449.67491224,M3,15,M,r,STORAGE,20050101 0000,HELL HOLE (PCWA),HHL
HHL,2005-02-01,97445065.1662525,M3,15,M,r,STORAGE,20050201 0000,HELL HOLE (PCWA),HHL
HHL,2005-03-01,121520163.6715046,M3,15,M, ,STORAGE,20050301 0000,HELL HOLE (PCWA),HHL
EDN,2005-01-01,18378879.37945775,M3,15,M,e,STORAGE,20050101 0000,STUMPY MEADOWS RESERVOIR(MARK EDSON DAM),EDN
EDN,2005-02-01,20352450.31953375,M3,15,M,e,STORAGE,20050201 0000,STUMPY MEADOWS RESERVOIR(MARK EDSON DAM),EDN
EDN,2005-03-01,24669636.750949997,M3,15,M, ,STORAGE,20050301 0000,STUMPY MEADOWS RESERVOIR(MARK EDSON DAM),EDN
SLB,2005-01-01,18441786.953172673,M3,15,M, ,STORAGE,20050101 0000,SLAB CREEK,SLB
SLB,2005-02-01,17582050.112402063,M3,15,M, ,STORAGE,20050201 0000,SLAB CREEK,SLB
SLB,2005-03-01,17947160.736316126,M3,15,M, ,STORAGE,20050301 0000,SLAB CREEK,SLB
FOL,2005-01-01,719563964.7517096,M3,15,M, ,STORAGE,20050101 0000,FOLSOM LAKE,FOL
FOL,2005-02-01,751439602.3976121,M3,15,M, ,STORAGE,20050201 0000,FOLSOM LAKE,FOL
FOL,2005-03-01,831253278.1779606,M3,15,M, ,STORAGE,20050301 0000,FOLSOM LAKE,FOL
NAT,2005-01-01,9726004.289062036,M3,15,M, ,STORAGE,20050101 0000,LAKE NATOMA (NIMBUS DAM),NAT
NAT,2005-02-01,8816928.17478953,M3,15,M, ,STORAGE,20050201 0000,LAKE NATOMA (NIMBUS DAM),NAT
NAT,2005-03-01,10436489.827489397,M3,15,M, ,STORAGE,20050301 0000,LAKE NATOMA (NIMBUS DAM),NAT
INV,2005-01-01,271489352.44420475,M3,15,M, ,STORAGE,20050101 0000,INDIAN VALLEY,INV
INV,2005-02-01,288748230.31516933,M3,15,M, ,STORAGE,20050201 0000,INDIAN VALLEY,INV
INV,2005-03-01,325239556.9971746,M3,15,M, ,STORAGE,20050301 0000,INDIAN VALLEY,INV
CLA,2005-01-01,256564222.20988,M3,15,M, ,STORAGE,20050101 0000,CLEAR LK - CACHE CREEK,CLA
CLA,2005-02-01,326872686.9500875,M3,15,M,e,STORAGE,20050201 0000,CLEAR LK - CACHE CREEK,CLA
CLA,2005-03-01,388180434.72171086,M3,15,M, ,STORAGE,20050301 0000,CLEAR LK - CACHE CREEK,CLA
BER,2005-01-01,1888452058.9123595,M3,15,M,r,STORAGE,20050101 0000,BERRYESSA,BER
BER,2005-02-01,1944140063.4321165,M3,15,M, ,STORAGE,20050201 0000,BERRYESSA,BER
BER,2005-03-01,2002873534.6087782,M3,15,M, ,STORAGE,20050301 0000,BERRYESSA,BER
LVQ,2005-01-01,96828324.24747874,M3,15,M,,STORAGE,20050101 0000,LOS VAQUEROS RESERVOIR,LVQ
LVQ,2005-02-01,104290889.36464112,M3,15,M,,STORAGE,20050201 0000,LOS VAQUEROS RESERVOIR,LVQ
LVQ,2005-03-01,101256524.04427427,M3,15,M,,STORAGE,20050301 0000,LOS VAQUEROS RESERVOIR,LVQ
JNK,2005-01-01,41473359.82385959,M3,15,M,r,STORAGE,20050101 0000,JENKINSON LAKE,JNK
JNK,2005-02-01,48963061.54144801,M3,15,M, ,STORAGE,20050201 0000,JENKINSON LAKE,JNK
JNK,2005-03-01,50836720.45268266,M3,15,M, ,STORAGE,20050301 0000,JENKINSON LAKE,JNK
LWB,2005-01-01,18884606.932852224,M3,15,M, ,STORAGE,20050101 0000,LOWER BEAR,LWB
LWB,2005-02-01,16260991.064388692,M3,15,M, ,STORAGE,20050201 0000,LOWER BEAR,LWB
LWB,2005-03-01,8348205.0765214795,M3,15,M, ,STORAGE,20050301 0000,LOWER BEAR,LWB
SLS,2005-01-01,19612361.21700525,M3,15,M,r,STORAGE,20050101 0000,SALT SPRINGS,SLS
SLS,2005-02-01,8354372.485709217,M3,15,M, ,STORAGE,20050201 0000,SALT SPRINGS,SLS
SLS,2005-03-01,9161069.607465282,M3,15,M, ,STORAGE,20050301 0000,SALT SPRINGS,SLS
PAR,2005-01-01,222338801.6634495,M3,15,M, ,STORAGE,20050101 0000,PARDEE,PAR
PAR,2005-02-01,226220569.0062115,M3,15,M, ,STORAGE,20050201 0000,PARDEE,PAR
PAR,2005-03-01,228958898.68556693,M3,15,M, ,STORAGE,20050301 0000,PARDEE,PAR
CMN,2005-01-01,379236457.917654,M3,15,M, ,STORAGE,20050101 0000,CAMANCHE RESERVOIR,CMN
CMN,2005-02-01,415165316.88173753,M3,15,M, ,STORAGE,20050201 0000,CAMANCHE RESERVOIR,CMN
CMN,2005-03-01,458534538.28990763,M3,15,M, ,STORAGE,20050301 0000,CAMANCHE RESERVOIR,CMN
NHG,2005-01-01,205325386.67815685,M3,15,M, ,STORAGE,20050101 0000,NEW HOGAN LAKE,NHG
NHG,2005-02-01,239338648.34852916,M3,15,M, ,STORAGE,20050201 0000,NEW HOGAN LAKE,NHG
NHG,2005-03-01,292817486.89723855,M3,15,M, ,STORAGE,20050301 0000,NEW HOGAN LAKE,NHG
RLF,2005-01-01,4899389.85873867,M3,15,M, ,STORAGE,20050101 0000,RELIEF,RLF
RLF,2005-02-01,3813925.8416968696,M3,15,M, ,STORAGE,20050201 0000,RELIEF,RLF
RLF,2005-03-01,3848463.3331481996,M3,15,M,r,STORAGE,20050301 0000,RELIEF,RLF
SPM,2005-01-01,123841576.489769,M3,15,M,r,STORAGE,20050101 0000,NEW SPICER MEADOW,SPM
SPM,2005-02-01,124705013.77605224,M3,15,M,r,STORAGE,20050201 0000,NEW SPICER MEADOW,SPM
SPM,2005-03-01,126308540.16486399,M3,15,M,r,STORAGE,20050301 0000,NEW SPICER MEADOW,SPM
SWB,2005-01-01,5995955.212318397,M3,15,M, ,STORAGE,20050101 0000,STRAWBERRY,SWB
SWB,2005-02-01,5830668.646087032,M3,15,M, ,STORAGE,20050201 0000,STRAWBERRY,SWB
SWB,2005-03-01,6694105.932370282,M3,15,M, ,STORAGE,20050301 0000,STRAWBERRY,SWB
DON,2005-01-01,16056233.079355806,M3,15,M, ,STORAGE,20050101 0000,DONNELLS,DON
DON,2005-02-01,17653592.05897982,M3,15,M, ,STORAGE,20050201 0000,DONNELLS,DON
DON,2005-03-01,7432961.553061235,M3,15,M, ,STORAGE,20050301 0000,DONNELLS,DON
LYS,2005-01-01,4921592.531814525,M3,15,M, ,STORAGE,20050101 0000,LYONS RESERVOIR,LYS
LYS,2005-02-01,4941328.241215285,M3,15,M, ,STORAGE,20050201 0000,LYONS RESERVOIR,LYS
LYS,2005-03-01,4977099.214504162,M3,15,M, ,STORAGE,20050301 0000,LYONS RESERVOIR,LYS
BRD,2005-01-01,30100657.28167164,M3,15,M, ,STORAGE,20050101 0000,BEARDSLEY LAKE,BRD
BRD,2005-02-01,31097310.60641002,M3,15,M, ,STORAGE,20050201 0000,BEARDSLEY LAKE,BRD
BRD,2005-03-01,67002733.4155802,M3,15,M, ,STORAGE,20050301 0000,BEARDSLEY LAKE,BRD
NML,2005-01-01,1652631300.7645159,M3,15,M, ,STORAGE,20050101 0000,NEW MELONES RESERVOIR,NML
NML,2005-02-01,1772492431.3645191,M3,15,M, ,STORAGE,20050201 0000,NEW MELONES RESERVOIR,NML
NML,2005-03-01,1946870992.2204468,M3,15,M, ,STORAGE,20050301 0000,NEW MELONES RESERVOIR,NML
TUL,2005-01-01,66833746.40383619,M3,15,M, ,STORAGE,20050101 0000,TULLOCH,TUL
TUL,2005-02-01,62111977.92970436,M3,15,M, ,STORAGE,20050201 0000,TULLOCH,TUL
TUL,2005-03-01,71935427.28393266,M3,15,M, ,STORAGE,20050301 0000,TULLOCH,TUL
CHV,2005-01-01,310097333.9594415,M3,15,M,r,STORAGE,20050101 0000,CHERRY VALLEY DAM,CHV
CHV,2005-02-01,295912292.82764524,M3,15,M,r,STORAGE,20050201 0000,CHERRY VALLEY DAM,CHV
CHV,2005-03-01,281973948.0633585,M3,15,M,r,STORAGE,20050301 0000,CHERRY VALLEY DAM,CHV
ENR,2005-01-01,30759336.582922004,M3,15,M, ,STORAGE,20050101 0000,LAKE ELEANOR,ENR
ENR,2005-02-01,26273163.13976175,M3,15,M, ,STORAGE,20050201 0000,LAKE ELEANOR,ENR
ENR,2005-03-01,27753341.34481875,M3,15,M,r,STORAGE,20050301 0000,LAKE ELEANOR,ENR
HTH,2005-01-01,307877066.651856,M3,15,M,r,STORAGE,20050101 0000,HETCH HETCHY,HTH
HTH,2005-02-01,279136939.83699924,M3,15,M,r,STORAGE,20050201 0000,HETCH HETCHY,HTH
HTH,2005-03-01,235595030.9715725,M3,15,M,r,STORAGE,20050301 0000,HETCH HETCHY,HTH
DNP,2005-01-01,1939033448.6246698,M3,15,M,r,STORAGE,20050101 0000,DON PEDRO RESERVOIR,DNP
DNP,2005-02-01,2046346368.4913025,M3,15,M,r,STORAGE,20050201 0000,DON PEDRO RESERVOIR,DNP
DNP,2005-03-01,2100619569.3433924,M3,15,M,r,STORAGE,20050301 0000,DON PEDRO RESERVOIR,DNP
TLC,2005-01-01,29048497.274243623,M3,15,M, ,STORAGE,20050101 0000,TURLOCK LAKE,TLC
TLC,2005-02-01,36456789.19055391,M3,15,M, ,STORAGE,20050201 0000,TURLOCK LAKE,TLC
TLC,2005-03-01,42086400.2971207,M3,15,M, ,STORAGE,20050301 0000,TURLOCK LAKE,TLC
MDO,2005-01-01,23263467.45614585,M3,15,M, ,STORAGE,20050101 0000,MODESTO RESERVOIR,MDO
MDO,2005-02-01,25829109.67824465,M3,15,M, ,STORAGE,20050201 0000,MODESTO RESERVOIR,MDO
MDO,2005-03-01,26888670.57669795,M3,15,M, ,STORAGE,20050301 0000,MODESTO RESERVOIR,MDO
EXC,2005-01-01,585903872.8350625,M3,15,M,r,STORAGE,20050101 0000,NEW EXCHEQUER-LK MCCLURE,EXC
EXC,2005-02-01,696917238.2143375,M3,15,M,r,STORAGE,20050201 0000,NEW EXCHEQUER-LK MCCLURE,EXC
EXC,2005-03-01,842468095.0449425,M3,15,M,r,STORAGE,20050301 0000,NEW EXCHEQUER-LK MCCLURE,EXC
MCS,2005-01-01,10778164.296490055,M3,15,M, ,STORAGE,20050101 0000,LAKE MC SWAIN,MCS
MCS,2005-02-01,10353846.544373715,M3,15,M, ,STORAGE,20050201 0000,LAKE MC SWAIN,MCS
MCS,2005-03-01,11904333.214170922,M3,15,M, ,STORAGE,20050301 0000,LAKE MC SWAIN,MCS
BUC,2005-01-01,86944434.28321064,M3,15,M, ,STORAGE,20050101 0000,BUCHANAN DAM,BUC
BUC,2005-02-01,114933370.65900095,M3,15,M, ,STORAGE,20050201 0000,BUCHANAN DAM,BUC
BUC,2005-03-01,157694485.52126014,M3,15,M, ,STORAGE,20050301 0000,BUCHANAN DAM,BUC
HID,2005-01-01,52710379.36391731,M3,15,M, ,STORAGE,20050101 0000,HIDDEN DAM (HENSLEY),HID
HID,2005-02-01,70874632.9036418,M3,15,M, ,STORAGE,20050201 0000,HIDDEN DAM (HENSLEY),HID
HID,2005-03-01,90070077.259556,M3,15,M, ,STORAGE,20050301 0000,HIDDEN DAM (HENSLEY),HID
TAE,2005-01-01,67218592.73715101,M3,15,M, ,STORAGE,20050101 0000,THOMAS A EDISON,TAE
TAE,2005-02-01,45520413.732852936,M3,15,M, ,STORAGE,20050201 0000,THOMAS A EDISON,TAE
TAE,2005-03-01,33659252.38299618,M3,15,M, ,STORAGE,20050301 0000,THOMAS A EDISON,TAE
FLR,2005-01-01,1449341.1591183124,M3,15,M, ,STORAGE,20050101 0000,FLORENCE LAKE (SCE),FLR
FLR,2005-02-01,1476477.7595443574,M3,15,M,r,STORAGE,20050201 0000,FLORENCE LAKE (SCE),FLR
FLR,2005-03-01,1540618.8150968275,M3,15,M,r,STORAGE,20050301 0000,FLORENCE LAKE (SCE),FLR
HNT,2005-01-01,45267549.9561557,M3,15,M, ,STORAGE,20050101 0000,HUNTINGTON LAKE (USBR),HNT
HNT,2005-02-01,49791961.33627993,M3,15,M, ,STORAGE,20050201 0000,HUNTINGTON LAKE (USBR),HNT
HNT,2005-03-01,58938229.16169464,M3,15,M, ,STORAGE,20050301 0000,HUNTINGTON LAKE (USBR),HNT
SHV,2005-01-01,121631177.03688388,M3,15,M, ,STORAGE,20050101 0000,SHAVER LAKE,SHV
SHV,2005-02-01,152069808.34204352,M3,15,M, ,STORAGE,20050201 0000,SHAVER LAKE,SHV
SHV,2005-03-01,121205625.80292998,M3,15,M, ,STORAGE,20050301 0000,SHAVER LAKE,SHV
CNV,2005-01-01,40718468.93928052,M3,15,M, ,STORAGE,20050101 0000,CRANE VALLEY,CNV
CNV,2005-02-01,41913712.839864045,M3,15,M, ,STORAGE,20050201 0000,CRANE VALLEY,CNV
CNV,2005-03-01,41951950.77682802,M3,15,M, ,STORAGE,20050301 0000,CRANE VALLEY,CNV
MPL,2005-01-01,89660561.28949022,M3,15,M, ,STORAGE,20050101 0000,MAMMOTH POOL,MPL
MPL,2005-02-01,46952486.146245584,M3,15,M,r,STORAGE,20050201 0000,MAMMOTH POOL,MPL
MPL,2005-03-01,49886939.43777109,M3,15,M, ,STORAGE,20050301 0000,MAMMOTH POOL,MPL
RDN,2005-01-01,22953863.514921427,M3,15,M, ,STORAGE,20050101 0000,REDINGER LAKE,RDN
RDN,2005-02-01,30941891.894879036,M3,15,M, ,STORAGE,20050201 0000,REDINGER LAKE,RDN
RDN,2005-03-01,28751228.151394676,M3,15,M, ,STORAGE,20050301 0000,REDINGER LAKE,RDN
MIL,2005-01-01,512234170.08753806,M3,15,M, ,STORAGE,20050101 0000,FRIANT DAM (MILLERTON),MIL
MIL,2005-02-01,503145875.90848804,M3,15,M, ,STORAGE,20050201 0000,FRIANT DAM (MILLERTON),MIL
MIL,2005-03-01,604021254.0649601,M3,15,M, ,STORAGE,20050301 0000,FRIANT DAM (MILLERTON),MIL
LBS,2005-01-01,24958271.500936113,M3,15,M, ,STORAGE,20050101 0000,LOS BANOS DAM,LBS
LBS,2005-02-01,24810253.680430412,M3,15,M, ,STORAGE,20050201 0000,LOS BANOS DAM,LBS
LBS,2005-03-01,26168317.18357021,M3,15,M, ,STORAGE,20050301 0000,LOS BANOS DAM,LBS
SNL,2005-01-01,2233200364.6521854,M3,15,M, ,STORAGE,20050101 0000,SAN LUIS RESERVOIR,SNL
SNL,2005-02-01,2427854899.9537187,M3,15,M, ,STORAGE,20050201 0000,SAN LUIS RESERVOIR,SNL
SNL,2005-03-01,2503493239.713969,M3,15,M, ,STORAGE,20050301 0000,SAN LUIS RESERVOIR,SNL
LUS,2005-01-01,1250041331.2165751,M3,15,M, ,STORAGE,20050101 0000,SAN LUIS RESERVOIR (STATE),LUS
LUS,2005-02-01,1356674602.590719,M3,15,M, ,STORAGE,20050201 0000,SAN LUIS RESERVOIR (STATE),LUS
LUS,2005-03-01,1311576039.6463072,M3,15,M, ,STORAGE,20050301 0000,SAN LUIS RESERVOIR (STATE),LUS
SLF,2005-01-01,983159033.4356103,M3,15,M, ,STORAGE,20050101 0000,SAN LUIS RESERVOIR (FEDERAL),SLF
SLF,2005-02-01,1071180297.3629999,M3,15,M, ,STORAGE,20050201 0000,SAN LUIS RESERVOIR (FEDERAL),SLF
SLF,2005-03-01,1191917200.0676618,M3,15,M, ,STORAGE,20050301 0000,SAN LUIS RESERVOIR (FEDERAL),SLF
ONF,2005-01-01,63821583.75654519,M3,15,M, ,STORAGE,20050101 0000,ONEILL FOREBAY,ONF
ONF,2005-02-01,59844838.312292054,M3,15,M, ,STORAGE,20050201 0000,ONEILL FOREBAY,ONF
ONF,2005-03-01,54252231.66085169,M3,15,M, ,STORAGE,20050301 0000,ONEILL FOREBAY,ONF
CTG,2005-01-01,50971169.97297534,M3,15,M, ,STORAGE,20050101 0000,COURTRIGHT (PG&E),CTG
CTG,2005-02-01,30470701.832935892,M3,15,M, ,STORAGE,20050201 0000,COURTRIGHT (PG&E),CTG
CTG,2005-03-01,24216948.916570067,M3,15,M, ,STORAGE,20050301 0000,COURTRIGHT (PG&E),CTG
WSN,2005-01-01,45126933.026675284,M3,15,M, ,STORAGE,20050101 0000,WISHON,WSN
WSN,2005-02-01,49355308.765788116,M3,15,M, ,STORAGE,20050201 0000,WISHON,WSN
WSN,2005-03-01,53716900.543356076,M3,15,M, ,STORAGE,20050301 0000,WISHON,WSN
PNF,2005-01-01,421220479.2222582,M3,15,M, ,STORAGE,20050101 0000,PINE FLAT DAM,PNF
PNF,2005-02-01,536906273.8021631,M3,15,M, ,STORAGE,20050201 0000,PINE FLAT DAM,PNF
PNF,2005-03-01,700649754.2547562,M3,15,M, ,STORAGE,20050301 0000,PINE FLAT DAM,PNF
TRM,2005-01-01,10268736.297582937,M3,15,M, ,STORAGE,20050101 0000,TERMINUS DAM,TRM
TRM,2005-02-01,27563385.141836435,M3,15,M, ,STORAGE,20050201 0000,TERMINUS DAM,TRM
TRM,2005-03-01,72544767.3116811,M3,15,M, ,STORAGE,20050301 0000,TERMINUS DAM,TRM
SCC,2005-01-01,11047063.337075409,M3,15,M, ,STORAGE,20050101 0000,SUCCESS DAM,SCC
SCC,2005-02-01,19030157.789682828,M3,15,M, ,STORAGE,20050201 0000,SUCCESS DAM,SCC
SCC,2005-03-01,33592644.363768615,M3,15,M, ,STORAGE,20050301 0000,SUCCESS DAM,SCC
ISB,2005-01-01,161309820.78711185,M3,15,M, ,STORAGE,20050101 0000,ISABELLA DAM,ISB
ISB,2005-02-01,179350726.14308158,M3,15,M, ,STORAGE,20050201 0000,ISABELLA DAM,ISB
ISB,2005-03-01,248557691.60235918,M3,15,M, ,STORAGE,20050301 0000,ISABELLA DAM,ISB
INP,2005-01-01,16053766.115680711,M3,15,M, ,STORAGE,20050101 0000,INDEPENDENCE LAKE NEAR TRUCKEE,INP
INP,2005-02-01,15988391.578290693,M3,15,M, ,STORAGE,20050201 0000,INDEPENDENCE LAKE NEAR TRUCKEE,INP
INP,2005-03-01,16706278.00774334,M3,15,M, ,STORAGE,20050301 0000,INDEPENDENCE LAKE NEAR TRUCKEE,INP
